Starters,Team,Game,Win,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tyrese Maxey,PHI,60,L,5,13,0.385,0,5,0,5,6,0.833,0,2,2,0,0,1,1,1,15
Anthony Tolliver,PHI,60,L,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,4,0
Rayjon Tucker,PHI,60,L,1,1,1,1,1,1,3,4,0.75,0,0,0,0,0,0,0,1,6
Mason Jones,PHI,60,L,0,1,0,0,0,0,5,7,0.714,1,0,1,1,0,0,0,0,5
Isaiah Joe,PHI,60,L,0,2,0,0,1,0,3,4,0.75,0,0,0,0,0,0,1,0,3
Furkan Korkmaz,PHI,60,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Embiid,PHI,60,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,60,L,31,82,0.378,7,31,0.226,25,34,0.735,10,31,41,15,11,4,17,20,94
Jrue Holiday,MIL,60,W,5,12,0.417,2,4,0.5,0,1,0,0,3,3,5,4,0,1,0,12
Giannis Antetokounmpo,MIL,60,W,9,12,0.75,1,3,0.333,5,10,0.5,1,13,14,7,2,1,4,2,24
Donte DiVincenzo,MIL,60,W,4,7,0.571,3,5,0.6,0,0,0,1,3,4,2,1,1,1,0,11
Khris Middleton,MIL,60,W,0,6,0,0,2,0,4,4,1,0,2,2,1,0,0,0,3,4
Brook Lopez,MIL,60,W,2,7,0.286,1,4,0.25,0,0,0,1,1,2,1,0,2,0,1,5
Pat Connaughton,MIL,60,W,4,8,0.5,2,6,0.333,1,1,1,2,4,6,1,0,0,0,3,11
Bobby Portis,MIL,60,W,8,14,0.571,1,3,0.333,0,0,0,6,2,8,0,0,0,0,3,17
P.J. Tucker,MIL,60,W,1,4,0.25,1,3,0.333,0,0,0,1,2,3,1,0,0,2,2,3
Bryn Forbes,MIL,60,W,5,8,0.625,2,4,0.5,1,2,0.5,1,0,1,1,0,0,2,2,13
Jeff Teague,MIL,60,W,0,2,0,0,0,0,1,2,0.5,0,1,1,8,1,0,2,2,1
Thanasis Antetokounmpo,MIL,60,W,2,4,0.5,0,0,0,0,0,0,3,3,6,5,0,0,0,4,4
Jordan Nwora,MIL,60,W,4,6,0.667,3,4,0.75,2,2,1,0,3,3,0,1,0,2,2,13
Mamadi Diakite,MIL,60,W,2,2,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,4
Sam Merrill,MIL,60,W,3,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,8
Rodions Kurucs,MIL,60,W,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,3,2
Team Totals,MIL,60,W,49,95,0.516,18,40,0.45,16,24,0.667,16,39,55,33,10,4,15,28,132
Tobias Harris,PHI,61,W,5,10,0.5,1,2,0.5,0,0,0,0,4,4,4,4,0,2,1,11
Seth Curry,PHI,61,W,3,6,0.5,3,5,0.6,0,0,0,0,1,1,1,2,0,0,0,9
Joel Embiid,PHI,61,W,6,10,0.6,2,5,0.4,7,9,0.778,0,5,5,1,3,0,2,3,21
Ben Simmons,PHI,61,W,6,8,0.75,0,0,0,0,0,0,0,3,3,4,3,2,2,0,12
Furkan Korkmaz,PHI,61,W,4,9,0.444,2,5,0.4,0,0,0,0,0,0,3,1,0,0,2,10
Matisse Thybulle,PHI,61,W,2,3,0.667,2,3,0.667,0,0,0,0,2,2,1,3,1,4,2,6
Anthony Tolliver,PHI,61,W,1,3,0.333,1,2,0.5,3,3,1,0,2,2,0,0,1,1,1,6
Dwight Howard,PHI,61,W,3,5,0.6,0,1,0,3,6,0.5,4,7,11,2,1,0,1,3,9
Shake Milton,PHI,61,W,3,7,0.429,1,1,1,0,0,0,0,1,1,2,0,1,1,1,7
George Hill,PHI,61,W,1,2,0.5,0,0,0,0,0,0,1,0,1,3,2,0,2,1,2
Tyrese Maxey,PHI,61,W,5,5,1,1,1,1,0,0,0,0,1,1,4,0,0,1,2,11
Paul Reed,PHI,61,W,5,7,0.714,0,0,0,0,0,0,5,4,9,1,1,2,1,0,10
Isaiah Joe,PHI,61,W,1,6,0.167,1,4,0.25,0,0,0,0,0,0,0,0,0,1,0,3
Rayjon Tucker,PHI,61,W,1,3,0.333,0,2,0,0,0,0,0,1,1,1,1,0,1,1,2
Mason Jones,PHI,61,W,1,2,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2
Team Totals,PHI,61,W,47,86,0.547,14,31,0.452,13,18,0.722,10,31,41,27,22,7,20,19,121
Darius Bazley,OKC,61,L,6,11,0.545,0,2,0,2,3,0.667,1,6,7,2,0,0,4,3,14
Aleksej Pokusevski,OKC,61,L,3,11,0.273,1,6,0.167,1,2,0.5,0,2,2,5,2,0,5,1,8
Moses Brown,OKC,61,L,5,8,0.625,0,0,0,1,2,0.5,3,5,8,1,1,0,3,2,11
Kenrich Williams,OKC,61,L,4,5,0.8,0,1,0,0,2,0,1,3,4,4,0,0,5,1,8
Theo Maledon,OKC,61,L,4,8,0.5,1,2,0.5,1,2,0.5,0,1,1,2,2,0,5,1,10
Ty Jerome,OKC,61,L,8,12,0.667,4,8,0.5,2,2,1,0,2,2,2,1,0,1,1,22
Sviatoslav Mykhailiuk,OKC,61,L,1,5,0.2,0,2,0,0,0,0,0,2,2,0,0,0,5,0,2
Isaiah Roby,OKC,61,L,2,9,0.222,0,5,0,3,4,0.75,3,5,8,4,2,1,1,4,7
Jaylen Hoard,OKC,61,L,1,5,0.2,0,1,0,1,4,0.25,3,1,4,1,1,0,0,2,3
Charlie Brown,OKC,61,L,1,4,0.25,1,3,0.333,2,2,1,0,0,0,0,2,0,0,1,5
Tony Bradley,OKC,61,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Muscala,OKC,61,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,OKC,61,L,35,78,0.449,7,30,0.233,13,23,0.565,11,27,38,21,11,1,29,16,90
Tobias Harris,PHI,62,W,6,12,0.5,1,2,0.5,4,4,1,3,4,7,6,0,1,0,3,17
Seth Curry,PHI,62,W,8,12,0.667,4,7,0.571,0,0,0,1,2,3,1,0,0,1,0,20
Joel Embiid,PHI,62,W,7,16,0.438,1,3,0.333,2,2,1,3,4,7,1,1,3,1,2,17
Danny Green,PHI,62,W,2,5,0.4,1,3,0.333,0,0,0,0,3,3,1,2,1,1,2,5
Ben Simmons,PHI,62,W,4,5,0.8,0,0,0,0,2,0,1,3,4,6,2,0,1,4,8
George Hill,PHI,62,W,3,7,0.429,1,4,0.25,0,1,0,0,6,6,3,0,0,1,1,7
Matisse Thybulle,PHI,62,W,1,2,0.5,0,1,0,0,1,0,1,1,2,0,0,3,0,1,2
Furkan Korkmaz,PHI,62,W,4,6,0.667,4,6,0.667,0,0,0,0,1,1,0,2,0,1,1,12
Dwight Howard,PHI,62,W,1,2,0.5,0,1,0,1,2,0.5,0,2,2,1,0,0,1,0,3
Tyrese Maxey,PHI,62,W,5,6,0.833,1,2,0.5,0,0,0,0,2,2,2,0,0,0,1,11
Shake Milton,PHI,62,W,3,8,0.375,0,1,0,6,7,0.857,2,4,6,6,2,0,0,3,12
Mike Scott,PHI,62,W,1,3,0.333,1,2,0.5,0,0,0,0,2,2,1,2,0,0,1,3
Paul Reed,PHI,62,W,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2
Isaiah Joe,PHI,62,W,2,3,0.667,2,3,0.667,0,0,0,0,1,1,1,1,0,0,0,6
Anthony Tolliver,PHI,62,W,0,1,0,0,1,0,2,3,0.667,0,0,0,0,0,0,0,0,2
Team Totals,PHI,62,W,48,89,0.539,16,36,0.444,15,22,0.682,11,35,46,29,12,10,7,22,127
Brandon Goodwin,ATL,62,L,2,11,0.182,1,5,0.2,0,0,0,0,3,3,2,0,0,4,1,5
Lou Williams,ATL,62,L,2,7,0.286,0,1,0,6,7,0.857,2,6,8,5,1,0,1,1,10
Solomon Hill,ATL,62,L,4,10,0.4,2,4,0.5,4,4,1,3,2,5,4,0,0,0,4,14
John Collins,ATL,62,L,8,11,0.727,2,2,1,3,4,0.75,0,4,4,2,0,0,2,2,21
Clint Capela,ATL,62,L,4,13,0.308,0,0,0,1,4,0.25,6,2,8,0,0,2,2,1,9
Skylar Mays,ATL,62,L,5,8,0.625,1,3,0.333,0,0,0,1,4,5,1,1,0,1,0,11
Danilo Gallinari,ATL,62,L,1,9,0.111,0,2,0,2,2,1,2,3,5,1,0,0,0,2,4
Onyeka Okongwu,ATL,62,L,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,0
Kris Dunn,ATL,62,L,1,6,0.167,0,1,0,3,4,0.75,0,2,2,1,0,0,1,5,5
Nathan Knight,ATL,62,L,0,3,0,0,1,0,4,4,1,1,2,3,0,0,0,0,1,4
Bruno Fernando,ATL,62,L,0,3,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0
Bogdan Bogdanovic,ATL,62,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,ATL,62,L,27,81,0.333,6,19,0.316,23,29,0.793,17,30,47,17,3,3,14,18,83
